ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
cojubim-1_i-1-1,cojubim-1_i-1,waza,1,false,expert,,,,
kitemoka-1_i-1-1,kitemoka-1_i-1,waja,1,false,expert,,,,
more-1_i-1-1,more-1_i-1,waʒ̟a,1,false,expert,,,,
orowin-1_i-1-1,orowin-1_i-1,wataʔ,1,false,expert,,,,
tapakura-1_i-1-1,tapakura-1_i-1,waja,1,false,expert,,,,
tora-1_i-1-1,tora-1_i-1,waza,1,false,expert,,,,
urupa-1_i-1-1,urupa-1_i-1,wata,1,false,expert,,,,
wanyam-1_i-1-1,wanyam-1_i-1,wataʔ,1,false,expert,,,,
wari-1_i-1-1,wari-1_i-1,wataʔ,1,false,expert,,,,
cojubim-2_yousg-1-1,cojubim-2_yousg-1,um,2,false,expert,,,,
kitemoka-2_yousg-1-1,kitemoka-2_yousg-1,ahum,2,false,expert,,,,
more-2_yousg-1-1,more-2_yousg-1,momra,2,false,expert,,,,
orowin-2_yousg-1-1,orowin-2_yousg-1,wym,2,false,expert,,,,
tapakura-2_yousg-1-1,tapakura-2_yousg-1,awimo,2,false,expert,,,,
tora-2_yousg-1-1,tora-2_yousg-1,webm,2,false,expert,,,,
urupa-2_yousg-1-1,urupa-2_yousg-1,vim,2,false,expert,,,,
wanyam-2_yousg-1-1,wanyam-2_yousg-1,im,2,false,expert,,,,
wari-2_yousg-1-1,wari-2_yousg-1,wum,2,false,expert,,,,
kitemoka-3_he-1-1,kitemoka-3_he-1,ariko,3,false,expert,,,,
more-3_he-1-1,more-3_he-1,korari,3,false,expert,,,,
orowin-3_he-1-1,orowin-3_he-1,woriko,3,false,expert,,,,
tapakura-3_he-1-1,tapakura-3_he-1,arikahu,3,false,expert,,,,
tora-3_he-1-1,tora-3_he-1,wariko,3,false,expert,,,,
urupa-3_he-1-1,urupa-3_he-1,okain,3,false,expert,,,,
wanyam-3_he-1-1,wanyam-3_he-1,arukwan,3,false,expert,,,,
wari-3_he-1-1,wari-3_he-1,wiriko,3,false,expert,,,,
kitemoka-4_we-1-1,kitemoka-4_we-1,watʃe,4,false,expert,,,,
more-4_we-1-1,more-4_we-1,watiʔ,4,false,expert,,,,
orowin-4_we-1-1,orowin-4_we-1,wariʔ,4,false,expert,,,,
tapakura-4_we-1-1,tapakura-4_we-1,wajahu,4,false,expert,,,,
tora-4_we-1-1,tora-4_we-1,wazati,4,false,expert,,,,
urupa-4_we-1-1,urupa-4_we-1,wari,4,false,expert,,,,
wanyam-4_we-1-1,wanyam-4_we-1,wari,4,false,expert,,,,
wari-4_we-1-1,wari-4_we-1,wariʔ,4,false,expert,,,,
more-5_youpl-1-1,more-5_youpl-1,wura,5,false,expert,,,,
orowin-5_youpl-1-1,orowin-5_youpl-1,fuʔ,5,false,expert,,,,
tora-5_youpl-1-1,tora-5_youpl-1,wihu,5,false,expert,,,,
wari-5_youpl-1-1,wari-5_youpl-1,wahuʔ,5,false,expert,,,,
orowin-6_they-1-1,orowin-6_they-1,worikoko,6,false,expert,,,,
tora-6_they-1-1,tora-6_they-1,wariko bap,6,false,expert,,,,
wari-6_they-1-1,wari-6_they-1,wirikoko,6,false,expert,,,,
more-6_they-1-1,more-6_they-1,omapu,7,false,expert,,,,
tapakura-6_they-1-1,tapakura-6_they-1,aʃiri,8,false,expert,,,,
more-7_whowhat-1-1,more-7_whowhat-1,ati,9,false,expert,,,,
orowin-7_whowhat-1-1,orowin-7_whowhat-1,ati,9,false,expert,,,,
more-7_whowhat-2-1,more-7_whowhat-2,tikow,10,false,expert,,,,
tora-7_whowhat-1-1,tora-7_whowhat-1,teokaj,10,false,expert,,,,
wari-7_whowhat-1-1,wari-7_whowhat-1,kaɲ,10,false,expert,,,,
orowin-8_many-1-1,orowin-8_many-1,mijaʔ,11,false,expert,,,,
tora-8_many-1-1,tora-8_many-1,jab,11,false,expert,,,,
wari-8_many-1-1,wari-8_many-1,mija,11,false,expert,,,,
cojubim-8_many-1-1,cojubim-8_many-1,napa,12,false,expert,,,,
more-8_many-1-1,more-8_many-1,napa,12,false,expert,,,,
orowin-8_many-2-1,orowin-8_many-2,napa,12,false,expert,,,,
urupa-8_many-1-1,urupa-8_many-1,katimisam,13,false,expert,,,,
tora-8_many-2-1,tora-8_many-2,asinëji,14,false,expert,,,,
kitemoka-8_many-1-1,kitemoka-8_many-1,patiako,15,false,expert,,,,
wari-9_few-1-1,wari-9_few-1,parik,16,false,expert,,,,
wanyam-9_few-1-1,wanyam-9_few-1,irakaw,17,false,expert,,,,
orowin-9_few-1-1,orowin-9_few-1,kawasan toman,18,false,expert,,,,
wari-9_few-2-1,wari-9_few-2,tokwan,18,false,expert,,,,
more-9_few-1-1,more-9_few-1,pun as,19,false,expert,,,,
tapakura-9_few-1-1,tapakura-9_few-1,matia,20,false,expert,,,,
cojubim-10_one-1-1,cojubim-10_one-1,tan,21,false,expert,,,,
more-10_one-1-1,more-10_one-1,tan,21,false,expert,,,,
orowin-10_one-1-1,orowin-10_one-1,kawasan,21,false,expert,,,,
tapakura-10_one-1-1,tapakura-10_one-1,tan kua,21,false,expert,,,,
tora-10_one-1-1,tora-10_one-1,kwatadn,21,false,expert,,,,
wanyam-10_one-1-1,wanyam-10_one-1,kawatʃyk,21,false,expert,,,,
urupa-10_one-1-1,urupa-10_one-1,munim,22,false,expert,,,,
kitemoka-10_one-1-1,kitemoka-10_one-1,mamai-omaitʃe,23,false,expert,,,,
cojubim-11_two-1-1,cojubim-11_two-1,wakoran,24,false,expert,,,,
more-11_two-1-1,more-11_two-1,pokoran,24,false,expert,,,,
tapakura-11_two-1-1,tapakura-11_two-1,wagaragatan,24,false,expert,,,,
tora-11_two-1-1,tora-11_two-1,kuradn,24,false,expert,,,,
wanyam-11_two-1-1,wanyam-11_two-1,karikan,24,false,expert,,,,
wari-11_two-1-1,wari-11_two-1,tyky karakan,24,false,expert,,,,
orowin-11_two-1-1,orowin-11_two-1,jiksam,25,false,expert,,,,
tapakura-11_two-2-1,tapakura-11_two-2,ajuken,26,false,expert,,,,
jaru-12_big-1-1,jaru-12_big-1,hora,27,false,expert,,,,
orowin-12_big-1-1,orowin-12_big-1,foraʔ,27,false,expert,,,,
wari-12_big-1-1,wari-12_big-1,hwaraʔ,27,false,expert,,,,
orowin-12_big-2-1,orowin-12_big-2,ekem,28,false,expert,,,,
tora-12_big-1-1,tora-12_big-1,ukadn,28,false,expert,,,,
urupa-12_big-1-1,urupa-12_big-1,evekem,28,false,expert,,,,
wari-12_big-2-1,wari-12_big-2,kote ne,29,false,expert,,,,
cojubim-12_big-1-1,cojubim-12_big-1,ina,30,false,expert,,,,
more-12_big-1-1,more-12_big-1,ina,30,false,expert,,,,
wanyam-12_big-1-1,wanyam-12_big-1,iparinaj,31,false,expert,,,,
tapakura-12_big-1-1,tapakura-12_big-1,kowikon,32,false,expert,,,,
kitemoka-12_big-1-1,kitemoka-12_big-1,karatsaiko,33,false,expert,,,,
orowin-13_small-1-1,orowin-13_small-1,wijaman,34,false,expert,,,,
urupa-13_small-1-1,urupa-13_small-1,iamaj,34,false,expert,,,,
wanyam-13_small-1-1,wanyam-13_small-1,wijikun,34,false,expert,,,,
wari-13_small-1-1,wari-13_small-1,wijima,34,false,expert,,,,
kitemoka-13_small-1-1,kitemoka-13_small-1,piʃitiko,35,false,expert,,,,
tapakura-13_small-1-1,tapakura-13_small-1,mitʃitikon,35,false,expert,,,,
cojubim-13_small-1-1,cojubim-13_small-1,e,36,false,expert,,,,
more-13_small-1-1,more-13_small-1,eje,36,false,expert,,,,
tora-13_small-1-1,tora-13_small-1,nyaetʃidn,37,false,expert,,,,
jaru-13_small-1-1,jaru-13_small-1,ip,38,false,expert,,,,
jaru-14_woman-1-1,jaru-14_woman-1,jamiriman,39,false,expert,,,,
orowin-14_woman-1-1,orowin-14_woman-1,jamirima,39,false,expert,,,,
urupa-14_woman-1-1,urupa-14_woman-1,jamra,39,false,expert,,,,
wanyam-14_woman-1-1,wanyam-14_woman-1,jamarimaʔ,39,false,expert,,,,
wari-14_woman-1-1,wari-14_woman-1,narimaʔ,39,false,expert,,,,
cojubim-14_woman-1-1,cojubim-14_woman-1,tanaman,40,false,expert,,,,
more-14_woman-1-1,more-14_woman-1,tanaman,40,false,expert,,,,
kitemoka-14_woman-1-1,kitemoka-14_woman-1,ɲamaki,41,false,expert,,,,
tapakura-14_woman-1-1,tapakura-14_woman-1,jamake,41,false,expert,,,,
tora-14_woman-1-1,tora-14_woman-1,nakamin,41,false,expert,,,,
jaru-15_man-1-1,jaru-15_man-1,kitraman,42,false,expert,,,,
orowin-15_man-1-1,orowin-15_man-1,kitrama,42,false,expert,,,,
urupa-15_man-1-1,urupa-15_man-1,kitrama,42,false,expert,,,,
wanyam-15_man-1-1,wanyam-15_man-1,kitaramaʔ,42,false,expert,,,,
wari-15_man-1-1,wari-15_man-1,taramaʔ,42,false,expert,,,,
cojubim-15_man-1-1,cojubim-15_man-1,namakon,43,false,expert,,,,
more-15_man-1-1,more-15_man-1,namakon,43,false,expert,,,,
tora-15_man-1-1,tora-15_man-1,nakon,43,false,expert,,,,
jaru-16_human-1-1,jaru-16_human-1,wanjan,44,false,expert,,,,
more-16_human-1-1,more-16_human-1,wanjam,44,false,expert,,,,
orowin-16_human-1-1,orowin-16_human-1,wajam,44,false,expert,,,,
wanyam-16_human-1-1,wanyam-16_human-1,wanjam,44,false,expert,,,,
wari-16_human-1-1,wari-16_human-1,wijam,44,false,expert,,,,
jaru-17_child-1-1,jaru-17_child-1,onjan,45,false,expert,,,,
more-17_child-1-1,more-17_child-1,joma,45,false,expert,,,,
orowin-17_child-1-1,orowin-17_child-1,ifijama,45,false,expert,,,,
urupa-17_child-1-1,urupa-17_child-1,uhunjam,45,false,expert,,,,
wanyam-17_child-1-1,wanyam-17_child-1,marahujama,45,false,expert,,,,
wari-17_child-1-1,wari-17_child-1,hwijimaʔ,45,false,expert,,,,
wari-17_child-2-1,wari-17_child-2,pijeʔ,46,false,expert,,,,
cojubim-17_child-1-1,cojubim-17_child-1,rato,47,false,expert,,,,
more-17_child-2-1,more-17_child-2,ratoʔ,47,false,expert,,,,
tora-17_child-1-1,tora-17_child-1,irato,47,false,expert,,,,
kitemoka-17_child-1-1,kitemoka-17_child-1,etiw,48,false,expert,,,,
tapakura-17_child-1-1,tapakura-17_child-1,witʃitikun,49,false,expert,,,,
cojubim-18_mother-1-1,cojubim-18_mother-1,inaʔ,50,false,expert,,,,
more-18_mother-1-1,more-18_mother-1,inaʔ,50,false,expert,,,,
orowin-18_mother-1-1,orowin-18_mother-1,ina,50,false,expert,,,,
tora-18_mother-1-1,tora-18_mother-1,inja,50,false,expert,,,,
wanyam-18_mother-1-1,wanyam-18_mother-1,inaʔ,50,false,expert,,,,
wari-18_mother-1-1,wari-18_mother-1,naʔ,50,false,expert,,,,
cojubim-18_mother-2-1,cojubim-18_mother-2,uweʔ,51,false,expert,,,,
jaru-18_mother-1-1,jaru-18_mother-1,uwe,51,false,expert,,,,
more-18_mother-2-1,more-18_mother-2,uweʔ,51,false,expert,,,,
orowin-18_mother-2-1,orowin-18_mother-2,ywe,51,false,expert,,,,
tora-18_mother-2-1,tora-18_mother-2,iwi,51,false,expert,,,,
urupa-18_mother-1-1,urupa-18_mother-1,ive,51,false,expert,,,,
wanyam-18_mother-2-1,wanyam-18_mother-2,ewiʔ,51,false,expert,,,,
wari-18_mother-2-1,wari-18_mother-2,we,51,false,expert,,,,
cojubim-19_father-1-1,cojubim-19_father-1,ite,52,false,expert,,,,
jaru-19_father-1-1,jaru-19_father-1,ete,52,false,expert,,,,
kitemoka-19_father-1-1,kitemoka-19_father-1,tatia,52,false,expert,,,,
more-19_father-1-1,more-19_father-1,ite,52,false,expert,,,,
orowin-19_father-1-1,orowin-19_father-1,iteʔ,52,false,expert,,,,
tapakura-19_father-1-1,tapakura-19_father-1,tia-tia,52,false,expert,,,,
tora-19_father-1-1,tora-19_father-1,ite,52,false,expert,,,,
urupa-19_father-1-1,urupa-19_father-1,ete,52,false,expert,,,,
wanyam-19_father-1-1,wanyam-19_father-1,tata,52,false,expert,,,,
wari-19_father-1-1,wari-19_father-1,te,52,false,expert,,,,
cojubim-20_animal-1-1,cojubim-20_animal-1,patiʔ,53,false,expert,,,,
more-20_animal-1-1,more-20_animal-1,patiʔ,53,false,expert,,,,
wanyam-20_animal-1-1,wanyam-20_animal-1,patiʔ,53,false,expert,,,,
wari-20_animal-1-1,wari-20_animal-1,karawa,54,false,expert,,,,
jaru-21_fish-1-1,jaru-21_fish-1,ihamʔ,55,false,expert,,,,
kitemoka-21_fish-1-1,kitemoka-21_fish-1,iham,55,false,expert,,,,
orowin-21_fish-1-1,orowin-21_fish-1,ifam,55,false,expert,,,,
tapakura-21_fish-1-1,tapakura-21_fish-1,ihuam,55,false,expert,,,,
tora-21_fish-1-1,tora-21_fish-1,hoam,55,false,expert,,,,
urupa-21_fish-1-1,urupa-21_fish-1,iham,55,false,expert,,,,
wanyam-21_fish-1-1,wanyam-21_fish-1,iham,55,false,expert,,,,
wari-21_fish-1-1,wari-21_fish-1,hwam,55,false,expert,,,,
cojubim-22_bird-1-1,cojubim-22_bird-1,ume,56,false,expert,,,,
jaru-22_bird-1-1,jaru-22_bird-1,ume,56,false,expert,,,,
kitemoka-22_bird-1-1,kitemoka-22_bird-1,hume,56,false,expert,,,,
more-22_bird-1-1,more-22_bird-1,ume,56,false,expert,,,,
orowin-22_bird-1-1,orowin-22_bird-1,yme,56,false,expert,,,,
tapakura-22_bird-1-1,tapakura-22_bird-1,ime,56,false,expert,,,,
tora-22_bird-1-1,tora-22_bird-1,uma,56,false,expert,,,,
urupa-22_bird-1-1,urupa-22_bird-1,ume,56,false,expert,,,,
wanyam-22_bird-1-1,wanyam-22_bird-1,imeʔ,56,false,expert,,,,
wari-22_bird-1-1,wari-22_bird-1,me,56,false,expert,,,,
cojubim-23_peccary-1-1,cojubim-23_peccary-1,tokowan,57,false,expert,,,,
kitemoka-23_peccary-1-1,kitemoka-23_peccary-1,tukawan,57,false,expert,,,,
more-23_peccary-1-1,more-23_peccary-1,tokowan,57,false,expert,,,,
tapakura-23_peccary-1-1,tapakura-23_peccary-1,tukawa,57,false,expert,,,,
tora-23_peccary-1-1,tora-23_peccary-1,tukawadn,57,false,expert,,,,
wanyam-23_peccary-1-1,wanyam-23_peccary-1,tokawan,57,false,expert,,,,
wari-23_peccary-1-1,wari-23_peccary-1,katatʃik,58,false,expert,,,,
orowin-23_peccary-1-1,orowin-23_peccary-1,oro jaman,59,false,expert,,,,
jaru-24_deer-1-1,jaru-24_deer-1,wijemu,60,false,expert,,,,
more-24_deer-1-1,more-24_deer-1,jimop,60,false,expert,,,,
tora-24_deer-1-1,tora-24_deer-1,vijemop,60,false,expert,,,,
urupa-24_deer-1-1,urupa-24_deer-1,jemob,60,false,expert,,,,
jaru-24_deer-2-1,jaru-24_deer-2,komem,61,false,expert,,,,
wari-24_deer-1-1,wari-24_deer-1,komem,61,false,expert,,,,
kitemoka-24_deer-1-1,kitemoka-24_deer-1,kimari,62,false,expert,,,,
tapakura-24_deer-1-1,tapakura-24_deer-1,kimari,62,false,expert,,,,
wanyam-24_deer-1-1,wanyam-24_deer-1,imariʔ,62,false,expert,,,,
orowin-24_deer-1-1,orowin-24_deer-1,aranasi,63,false,expert,,,,
cojubim-24_deer-1-1,cojubim-24_deer-1,towam,64,false,expert,,,,
cojubim-25_louse-1-1,cojubim-25_louse-1,iw,65,false,expert,,,,
kitemoka-25_louse-1-1,kitemoka-25_louse-1,ahihi,65,false,expert,,,,
more-25_louse-1-1,more-25_louse-1,iw,65,false,expert,,,,
orowin-25_louse-1-1,orowin-25_louse-1,iwisi,65,false,expert,,,,
tapakura-25_louse-1-1,tapakura-25_louse-1,awi,65,false,expert,,,,
tora-25_louse-1-1,tora-25_louse-1,iw,65,false,expert,,,,
urupa-25_louse-1-1,urupa-25_louse-1,iw,65,false,expert,,,,
wanyam-25_louse-1-1,wanyam-25_louse-1,iwi,65,false,expert,,,,
wari-25_louse-1-1,wari-25_louse-1,iwʔ,65,false,expert,,,,
cojubim-26_snake-1-1,cojubim-26_snake-1,karakaw,66,false,expert,,,,
jaru-26_snake-1-1,jaru-26_snake-1,krakaon,66,false,expert,,,,
